kegg_number	RH_1_DKDN250001555-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_2_DKDN250001556-1A_22VYGNLT3_L3_kegg_hits.tsv	RH_2_DKDN250001556-1A_22W2JCLT3_L1_kegg_hits.tsv	RH_3_DKDN250001557-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_5_DKDN250001558-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_8_DKDN250001559-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_1_DKDN250001546-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_2_DKDN250001547-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_4_DKDN250001548-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_8_DKDN250001549-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_9_DKDN250001550-1A_22KVLLLT4_L8_kegg_hits.tsv	carR_10_DKDN250001554-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_10_DKDN250001554-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_1_DKDN250001551-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_1_DKDN250001551-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_5_DKDN250001552-1A_22KVLLLT4_L6_kegg_hits.tsv	carR_9_DKDN250001553-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_1_DKDN250001560-1A_22VYGNLT3_L3_kegg_hits.tsv	ces_3_DKDN250001561-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_5_DKDN250001562-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_6_DKDN250001563-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_7_DKDN250001564-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_1_DKDN250001570-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_1_DKDN250001570-1A_22W2JCLT3_L5_kegg_hits.tsv	hok_2_DKDN250001571-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_3_DKDN250001572-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_3_DKDN250001572-1A_22W2JCLT3_L1_kegg_hits.tsv	hok_5_DKDN250001573-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_7_DKDN250001574-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_1_DKDN250001565-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_3_DKDN250001566-1A_22VYGNLT3_L3_kegg_hits.tsv	mtz_4_DKDN250001567-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_6_DKDN250001568-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_7_DKDN250001569-1A_22KVLLLT4_L8_kegg_hits.tsv
K00120	0.000000	0.000214	0.000000	0.000288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000335	0.000000	0.000000	0.000240	0.000275	0.000000	0.000000	0.000000	0.000000	0.000000
K00121	2.047019	2.093306	2.227242	2.193738	2.271692	2.149692	2.067241	2.128045	1.990381	2.183638	2.099147	2.093580	2.038424	2.120966	2.061794	2.063058	2.005589	2.131877	2.075622	2.036196	2.014453	2.055967	2.500303	2.420450	2.772124	2.060070	2.075756	2.409762	2.312582	1.980866	3.391451	2.138200	2.456774	2.481163
K00122	0.000530	0.000136	0.000568	0.000818	0.000377	0.001668	0.005717	0.001743	0.002289	0.003447	0.003460	0.000419	0.001983	0.001127	0.004283	0.000387	0.001588	0.000000	0.000066	0.001130	0.003246	0.001366	0.003012	0.003534	0.001661	0.001728	0.000000	0.000996	0.002250	0.020326	0.000967	0.044862	0.002838	0.003551
K00123	2.050390	2.071214	2.073466	2.579087	3.404792	2.168731	1.982774	2.585117	2.942000	1.968614	2.421561	2.062859	2.053942	2.031664	2.099541	1.995683	2.011906	2.501374	2.286205	2.445269	2.663385	2.315413	2.492869	2.498714	2.704723	2.867669	2.873603	2.313611	2.292673	1.698611	2.340588	2.238037	2.520670	2.074188
K00124	0.987249	0.934490	0.939377	1.491758	2.248511	1.042709	0.928206	1.517566	1.926699	0.921171	1.314197	1.001609	1.007690	0.943514	0.885428	0.924125	0.949656	1.367310	1.127584	1.267927	1.564666	1.084463	1.403947	1.345579	1.501931	1.730715	1.803875	1.240288	1.197094	0.829535	1.283662	1.117182	1.510992	0.934778
K00126	0.382200	0.667457	0.662430	0.546151	0.711877	0.461195	0.031361	0.015576	0.036100	0.017472	0.024118	0.017611	0.020780	0.008987	0.010310	0.021366	0.040971	0.457346	0.589217	0.407063	0.297782	0.454619	0.182532	0.198672	0.287334	0.646357	0.648782	0.225452	0.107851	0.120563	0.288395	0.297385	0.290333	0.034694
K00127	1.008518	0.955886	1.023643	1.494903	2.341464	1.056888	1.002018	1.531103	1.994993	0.938379	1.392128	0.937165	0.976727	1.025974	0.956064	0.981309	1.004539	1.418385	1.159028	1.292089	1.567933	1.232690	1.402443	1.386903	1.573027	1.847749	1.835607	1.314256	1.345706	0.868942	1.245603	1.198634	1.506033	0.847664
K00128	3.332893	3.885439	3.853045	3.381044	3.292992	3.748984	3.320922	2.961928	2.927227	3.313275	3.268616	2.951379	2.934249	3.020834	3.108519	3.374786	3.456503	3.471865	3.053113	3.248098	3.320353	3.095197	4.310463	4.332119	4.091175	6.011047	5.933674	4.308976	4.364135	2.353118	3.955875	3.701979	4.128325	2.541742
K00130	0.106369	0.012206	0.011474	0.021164	0.018019	0.010608	0.036316	0.016365	0.045070	0.030244	0.031259	0.011001	0.011021	0.005935	0.005520	0.119189	0.198744	0.006299	0.004736	0.008755	0.022481	0.014058	0.240276	0.244834	0.364432	0.034573	0.035951	0.066934	0.074282	0.331693	0.020924	0.587479	0.069144	0.174456
K00131	0.002487	0.001816	0.000143	0.004812	0.001305	0.000814	0.007700	0.005467	0.007104	0.008404	0.004400	0.007300	0.003698	0.003154	0.002252	0.007442	0.009511	0.001673	0.002337	0.001968	0.005751	0.001325	0.007090	0.003995	0.003004	0.000247	0.000393	0.003294	0.002879	0.042070	0.003034	0.053410	0.010504	0.008105
K00132	0.000112	0.000000	0.000000	0.000218	0.000181	0.000000	0.001594	0.000589	0.000126	0.000000	0.000222	0.000508	0.000210	0.000000	0.000000	0.000627	0.000601	0.000000	0.000000	0.000099	0.000279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000153	0.000081	0.001624	0.000584	0.003336	0.001480	0.001715
K00133	2.428288	2.693671	2.606546	2.668492	2.788766	2.493220	1.940944	2.007068	1.906335	2.046457	2.097329	2.050480	2.006783	2.008919	2.109160	2.011071	1.965125	1.940109	1.963556	1.919188	1.855279	1.952183	3.044117	2.920576	3.011073	1.966175	1.972474	2.947463	3.022398	1.727576	2.222963	1.835758	1.822721	1.926712
K00134	0.981768	0.931990	0.947891	0.957137	0.859415	0.870581	0.981808	0.984645	0.860255	1.675325	0.933826	1.019469	1.013770	1.127780	1.121374	1.611303	1.251080	0.970445	0.991264	0.997331	0.984819	1.012099	0.953574	1.018766	0.905531	0.938168	0.952935	0.968910	0.972449	0.943264	0.966003	0.848688	0.912549	0.992601
K00135	2.700205	2.769474	2.799279	3.045451	2.157537	2.894836	4.630426	4.308812	3.118059	4.468475	4.055033	3.383108	3.337952	3.129934	3.095848	4.338602	4.143999	3.573033	3.532708	3.824356	3.886239	3.844937	2.701481	2.585003	3.123986	4.073491	3.945686	2.345485	2.478387	4.817245	3.385375	4.161072	3.254880	4.936306
K00137	0.001872	0.082274	0.082475	0.003854	0.002433	0.000412	0.008688	0.006088	0.017067	0.013476	0.015922	0.006821	0.007655	0.001742	0.001099	0.010095	0.009611	0.258550	0.085721	0.307063	0.548255	0.185535	0.005785	0.007669	0.003494	0.059076	0.050914	0.004641	0.003245	0.036942	0.421400	0.342348	0.031575	0.497167
K00138	0.440067	0.833917	0.841360	0.838009	0.857445	0.511418	0.009595	0.015732	0.026602	0.022000	0.021739	0.014460	0.008202	0.004558	0.004772	0.016357	0.018308	0.225947	0.072937	0.259964	0.451405	0.155645	0.221384	0.234424	0.575778	1.402562	1.403916	0.285215	0.227866	0.336607	0.611377	0.327889	0.182909	0.672051
K00140	1.580797	1.643826	1.648694	1.618640	1.945468	1.625773	1.279428	1.452378	0.913796	1.142360	1.111390	0.902592	0.897105	0.888183	0.924609	0.886358	0.944301	1.142575	0.950835	1.179197	1.332217	1.059289	2.247144	2.172081	2.313310	1.155399	1.110877	2.128179	2.451422	0.961009	1.637347	1.698821	0.887425	1.170059
K00141	0.187862	0.322706	0.345546	0.263535	0.391604	0.214791	0.023998	0.010293	0.025585	0.013695	0.016211	0.018676	0.024904	0.004716	0.005765	0.015327	0.024029	0.004025	0.005804	0.006417	0.018587	0.008200	0.305511	0.315475	0.210848	0.043058	0.038039	0.328277	0.302301	0.087153	0.120393	0.061464	0.032516	0.012246
K00145	1.675937	2.195226	2.271497	2.033369	2.314386	1.845999	0.935502	0.993676	1.023449	0.894204	0.989767	1.105938	1.048586	1.034781	0.995710	0.933854	0.975824	1.329009	1.007309	1.353364	1.680645	1.188987	1.271581	1.303840	1.344327	2.059873	1.985307	1.536562	1.325924	1.330441	1.797202	1.730092	1.560662	2.533477
K00146	0.027742	0.016554	0.018955	0.010053	0.036929	0.005861	0.054188	0.015421	0.025578	0.115143	0.053040	0.010083	0.008838	0.002485	0.002546	0.135874	0.142398	0.068189	0.012161	0.037793	0.059468	0.025956	0.013587	0.009308	0.009860	0.010635	0.010023	0.011495	0.002167	0.143521	0.100407	0.305253	0.076685	0.037225
K00147	0.848818	0.903026	0.904962	0.882809	0.851171	0.844325	0.888015	0.944688	0.953362	0.972734	0.914359	0.961924	1.018339	0.968003	0.974437	0.925042	0.930393	0.799453	0.837452	0.838232	0.793562	0.789632	0.778157	0.797630	0.745835	0.934372	0.918144	0.785426	0.799107	0.877448	0.855754	0.902402	0.821236	0.949672
K00148	0.001536	0.323975	0.307982	0.003000	0.001072	0.000145	0.044241	0.515850	0.983052	0.023939	0.320768	0.811465	0.792111	0.793852	0.776346	0.006451	0.197068	0.001225	0.001673	0.001226	0.003042	0.002861	0.004242	0.006701	0.002901	0.000400	0.001347	0.003911	0.003526	0.050310	0.003520	0.027568	0.336020	0.014896
K00150	0.001729	0.001266	0.000454	0.001519	0.000160	0.000698	0.002845	0.007171	0.008466	0.008405	0.008325	0.006973	0.005036	0.001869	0.000323	0.006163	0.013604	0.001457	0.001602	0.002152	0.013394	0.002396	0.003274	0.007332	0.000682	0.000000	0.000198	0.000578	0.000860	0.015419	0.001330	0.014412	0.008958	0.002198
K00151	0.957317	1.044240	1.037011	0.968651	1.065928	1.020834	0.899110	0.945049	0.900078	1.051561	0.999710	1.024105	0.982789	1.035947	1.061553	0.945698	0.956743	0.986834	0.932782	0.977261	0.932312	0.968375	1.035359	0.995245	1.112585	0.986282	0.980292	1.011631	1.008871	0.815417	0.974928	0.933210	0.856679	0.963764
K00153	0.000000	0.001183	0.000000	0.001240	0.000446	0.000000	0.004596	0.000872	0.000991	0.000789	0.001597	0.000661	0.002095	0.000583	0.000000	0.000583	0.000319	0.000451	0.000577	0.000254	0.000454	0.000207	0.002464	0.003913	0.002161	0.000000	0.000000	0.003753	0.001118	0.014348	0.004011	0.014353	0.002608	0.004104
K00154	0.436149	0.868352	0.906176	0.646376	1.004965	0.634039	0.007139	0.013620	0.013132	0.054604	0.011375	0.078979	0.072761	0.163802	0.168376	0.139483	0.274243	0.314639	0.292942	0.170120	0.158950	0.197071	1.840688	1.811137	1.477292	0.278751	0.264849	1.674082	1.906372	0.392211	0.660245	0.087175	0.790005	0.341255
K00156	2.735546	2.822948	2.781225	3.048095	2.144796	2.587523	1.587278	0.529190	1.074548	0.568843	1.798264	0.962077	0.990171	1.324785	1.305738	0.614249	0.641997	0.939194	0.424828	0.851644	1.573107	0.525670	2.008113	1.997761	2.103904	3.280240	3.226975	1.966096	1.966337	1.135057	2.899138	2.211655	1.869979	2.483335
K00158	0.000000	0.000581	0.000000	0.000666	0.000082	0.000000	0.000000	0.000000	0.000246	0.000000	0.000000	0.001268	0.003180	0.000000	0.000000	0.000490	0.001024	0.000000	0.000000	0.000055	0.000000	0.000129	0.000620	0.000000	0.000000	0.000000	0.000000	0.000341	0.000402	0.000340	0.000000	0.000129	0.002308	0.000000
K00161	0.995833	1.047144	1.007014	0.983137	1.035928	0.956405	0.953435	0.951345	0.913108	0.911490	0.946343	0.946538	0.921219	0.950945	0.927519	0.974935	0.967261	1.050106	1.043481	1.052206	1.049396	0.984791	1.119355	1.088069	1.130808	1.023715	0.976156	1.107413	1.131637	0.862677	1.019850	0.727783	0.930068	0.910600
K00162	0.939849	0.970626	0.993367	0.971911	0.973582	0.935610	0.949368	0.981484	0.965665	0.897665	0.968527	0.927754	0.923426	0.898330	0.868073	0.882518	0.875478	1.010373	0.992300	1.023365	1.030196	0.960849	1.034750	0.985859	1.019662	0.915907	0.892046	1.006041	0.991508	0.872957	0.946064	0.838273	0.935480	0.977982
K00163	1.103006	1.111625	1.141767	1.038755	1.074675	1.025948	1.314887	1.018341	1.039416	1.060244	1.015465	0.999611	1.003073	1.056168	1.054975	1.038141	1.139935	1.274898	1.065795	1.330808	1.547763	1.175880	1.075690	1.062699	1.127723	0.987665	1.030721	1.086906	1.104690	1.211196	1.620633	1.411666	1.144338	1.947462
K00164	1.029247	1.006194	1.029258	1.012502	1.032629	0.986212	0.994741	0.980832	0.939655	1.573977	1.053621	1.097454	1.126205	1.046718	1.045602	1.027952	1.027499	0.990569	1.035186	1.015472	1.019064	1.028717	1.011422	0.964226	1.046568	1.081582	1.052656	1.006158	1.036749	0.958725	1.024578	1.063671	0.975938	1.161985
K00166	0.486920	0.088116	0.088412	0.284332	0.030296	0.365517	0.945822	0.960461	0.950238	1.060407	1.039502	1.040638	1.063238	0.873275	0.906581	0.924401	0.937378	0.934057	0.989553	0.936522	0.943923	0.942706	0.026815	0.026347	0.013048	0.882455	0.833505	0.062905	0.009583	0.932429	0.735044	0.926904	0.989619	1.031993
K00167	0.487321	0.098746	0.092371	0.267197	0.031632	0.361254	1.006142	1.018083	0.976739	1.086359	1.036033	0.965268	1.012046	0.873465	0.839507	0.990263	0.962871	0.986637	0.963244	0.990736	1.016006	0.967567	0.026669	0.035281	0.011480	0.818979	0.799458	0.071382	0.007788	0.963515	0.731548	0.967643	0.991670	1.087555
K00169	0.000546	0.000000	0.000000	0.000157	0.000000	0.000000	0.001201	0.000404	0.000349	0.000537	0.001380	0.001225	0.001198	0.000000	0.000000	0.000000	0.001910	0.000000	0.000000	0.000247	0.001059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000201	0.000460	0.001349	0.002031	0.003365	0.000000	0.000764
K00170	0.000000	0.000750	0.000443	0.000000	0.000000	0.000000	0.001896	0.000000	0.000443	0.000000	0.000351	0.000833	0.000728	0.000000	0.001810	0.000000	0.003343	0.000234	0.000309	0.000407	0.002025	0.000000	0.000129	0.000000	0.000000	0.000536	0.000501	0.000205	0.000313	0.002550	0.000475	0.005386	0.000731	0.000226
K00172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000863	0.000000	0.000000	0.000599	0.002262	0.001911	0.000000	0.000000	0.000000	0.003772	0.000000	0.000000	0.000787	0.002261	0.000000	0.000761	0.001634	0.000000	0.000000	0.000000	0.000000	0.000142	0.002479	0.000442	0.001185	0.000000	0.001280
K00174	0.984345	1.019620	1.020026	1.000780	1.103092	0.991832	1.048051	1.054534	0.943552	1.033229	1.079883	1.028016	0.991677	1.066524	1.054097	1.053022	0.988556	1.044202	1.073327	1.047675	0.997492	1.066117	1.153482	1.120382	1.173500	1.086857	1.035685	1.086646	1.108362	0.849747	1.075020	0.912408	1.024732	1.080464
K00175	0.994155	1.027622	0.997682	1.059321	1.082351	1.026876	1.045665	1.051819	0.958100	1.048571	1.042664	0.981502	0.976008	0.996039	1.030604	1.017189	0.954161	1.043459	1.058101	1.000941	1.002151	0.978896	1.095026	1.123946	1.148340	1.005846	0.949714	1.121606	1.084559	0.817350	0.997169	0.806528	0.975210	0.995676
K00179	0.489159	0.097276	0.083866	0.278953	0.026108	0.392886	0.958124	1.038405	1.068238	1.088197	1.051664	1.083728	1.080954	1.080282	1.106838	0.970978	0.960087	1.035584	1.008789	0.988954	0.972873	0.995838	0.015794	0.015233	0.003726	0.934490	0.939416	0.075175	0.002005	0.834604	0.742319	0.967124	1.351229	1.050511
K00180	0.448289	0.088722	0.095518	0.249668	0.023907	0.334890	0.871954	0.945521	0.920512	1.068061	0.947758	0.870404	0.919308	0.963075	0.977242	0.894293	0.859938	0.988461	0.970027	0.986418	0.926485	0.940572	0.014330	0.008763	0.005963	0.868111	0.860885	0.058318	0.001268	0.785176	0.676057	0.938867	1.115032	1.076289
K00200	0.002628	0.001042	0.001076	0.002886	0.000977	0.000431	0.005374	0.004050	0.004364	0.001371	0.003810	0.006301	0.010446	0.000000	0.001669	0.004565	0.006910	0.000000	0.002037	0.001403	0.005669	0.001381	0.004300	0.000849	0.002538	0.000230	0.000298	0.003133	0.002164	0.011606	0.003865	0.010548	0.012776	0.007780
K00201	0.000659	0.000852	0.000780	0.001622	0.001470	0.001190	0.002837	0.003535	0.005213	0.002260	0.005558	0.003415	0.002773	0.000000	0.000000	0.003524	0.007361	0.000000	0.001488	0.000757	0.002856	0.001093	0.001960	0.004807	0.002462	0.000355	0.001161	0.001931	0.000754	0.011075	0.003302	0.002926	0.009455	0.003537
K00202	0.000459	0.001181	0.000000	0.001523	0.000650	0.000695	0.001672	0.001560	0.003700	0.000634	0.003446	0.001276	0.004664	0.000000	0.000000	0.003990	0.003550	0.000000	0.000800	0.000860	0.000965	0.001217	0.000987	0.002778	0.000873	0.001076	0.000000	0.001266	0.000348	0.005983	0.000593	0.003751	0.005964	0.002322
K00206	0.495775	0.000896	0.001411	0.267803	0.025966	0.374652	0.063861	0.519249	0.969240	0.022903	0.307779	0.872186	0.886899	1.000581	1.025880	0.064472	0.415492	0.000991	0.002147	0.002040	0.004127	0.002684	0.004029	0.007087	0.003290	0.000967	0.000342	0.001744	0.006272	0.121392	0.147538	0.174020	0.423006	0.014318
K00207	0.000470	0.000575	0.000210	0.002212	0.000000	0.000135	0.001331	0.001867	0.003209	0.001303	0.001967	0.000537	0.000568	0.000542	0.000558	0.002121	0.003296	0.001051	0.000729	0.001193	0.002806	0.001390	0.002299	0.002016	0.000000	0.000415	0.000000	0.000208	0.000347	0.006353	0.000171	0.005059	0.004920	0.001945
K00208	2.163326	3.016629	3.018194	2.489679	2.916768	2.295344	3.868150	3.043116	1.167614	3.247261	3.532931	1.215320	1.160705	1.319889	1.339933	2.850502	2.331727	1.893676	1.912732	1.913521	1.897198	1.911596	2.910302	2.884192	3.155791	1.231248	1.310584	2.988143	2.984674	2.034912	2.705989	2.562398	2.921113	2.841229
K00209	0.426866	0.086055	0.075399	0.251529	0.020637	0.391750	0.032729	0.479121	0.927292	0.016549	0.295469	0.886189	0.938172	0.974948	1.001084	0.072724	0.349500	0.239162	0.081657	0.309322	0.522689	0.176990	0.011404	0.006161	0.002235	0.884826	0.874733	0.037892	0.001726	0.593712	0.523035	0.590421	0.467089	0.801813
K00211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000178	0.000000	0.000142	0.000000	0.000000	0.000000	0.000778	0.000417	0.000000	0.000000	0.000000	0.000000
K00215	0.858163	0.919684	0.897333	0.936353	0.917923	0.914970	0.912004	0.927419	0.808841	0.944963	0.820237	0.941890	0.931494	0.938384	1.001029	0.948155	0.977863	0.810009	0.795746	0.805107	0.868613	0.827520	0.918210	0.918351	1.014113	0.944044	0.994716	0.946415	0.911106	0.859252	0.867604	0.928353	0.909632	0.815063
K00216	0.000000	0.000000	0.000215	0.000681	0.001595	0.003153	0.006809	0.001536	0.004793	0.002027	0.005801	0.002828	0.000424	0.000246	0.000000	0.002533	0.001578	0.000000	0.000432	0.001962	0.000600	0.000156	0.001101	0.000608	0.000000	0.000000	0.000202	0.000291	0.000386	0.011084	0.000665	0.008919	0.005189	0.002646
K00217	2.979527	2.492448	2.488301	2.692310	3.233880	2.868500	3.395491	3.131421	2.006125	3.347252	3.004305	2.081182	2.121885	2.054088	2.030121	2.967723	2.597425	2.019454	1.967167	1.912268	1.914671	1.853156	3.377906	3.280342	3.372397	3.065341	2.980408	3.019174	3.199478	2.681818	2.923813	2.563882	3.267794	3.138962
K00218	0.000127	0.000215	0.000000	0.000202	0.000803	0.001459	0.001560	0.006151	0.004745	0.006662	0.002389	0.000977	0.002282	0.002286	0.000716	0.000982	0.003375	0.001085	0.000332	0.001693	0.007766	0.001236	0.003429	0.003276	0.000000	0.000000	0.000000	0.000387	0.000988	0.013377	0.000778	0.010028	0.006871	0.001834
K00219	0.001962	0.046133	0.048579	0.004371	0.001727	0.000512	0.011105	0.007829	0.004478	0.009950	0.008734	0.006234	0.005377	0.001515	0.001040	0.009574	0.010299	0.000958	0.000819	0.001453	0.005238	0.002079	0.002999	0.003174	0.002525	0.000232	0.000000	0.002469	0.002733	0.344522	0.022522	0.056643	0.173637	0.530130
K00220	0.888859	0.944290	0.951028	0.915265	0.942249	0.916200	0.914320	0.918974	0.979924	1.026776	1.003666	0.951264	0.957018	0.982320	0.969389	0.914501	1.008486	0.918137	0.954240	0.945467	0.901157	0.933161	0.852235	0.825814	0.880275	0.947314	0.964085	0.835526	0.844038	0.870827	0.933847	0.934085	0.872422	1.139426
K00226	0.000152	0.000556	0.000468	0.002762	0.000653	0.000000	0.000712	0.000482	0.000446	0.000446	0.000000	0.001825	0.002214	0.000000	0.000000	0.000799	0.000847	0.000000	0.000343	0.002122	0.000495	0.000488	0.002217	0.001252	0.000129	0.000625	0.000245	0.001304	0.001055	0.003164	0.000557	0.012889	0.003662	0.004119
K00228	1.057195	1.017235	1.026996	1.175784	1.667742	1.039659	0.988681	1.009605	0.923663	1.012725	0.999801	0.888305	0.916947	0.896424	0.906232	0.982855	0.927212	0.900585	0.919863	0.934862	0.931389	0.944348	0.930828	0.946305	0.895675	0.927377	0.913549	0.971931	0.988671	0.910141	1.061749	0.888177	0.957701	0.852272
K00230	0.001049	0.001381	0.000832	0.000000	0.000596	0.000000	0.000694	0.004785	0.003938	0.002273	0.008707	0.001910	0.000000	0.000000	0.000000	0.006822	0.002186	0.001006	0.001884	0.000587	0.003808	0.003195	0.003630	0.001727	0.001029	0.001010	0.000000	0.001136	0.001040	0.007592	0.001241	0.005799	0.008757	0.001399
K00231	0.001361	0.001902	0.000966	0.001499	0.001631	0.000403	0.008942	0.002209	0.005965	0.001731	0.000366	0.004192	0.001797	0.000312	0.001236	0.001950	0.002160	0.001914	0.001397	0.002555	0.001710	0.000788	0.002773	0.002952	0.001293	0.000849	0.000174	0.006460	0.001715	0.021107	0.004855	0.028997	0.007522	0.006413
K00232	0.001491	0.000828	0.000785	0.002275	0.001154	0.000522	0.004290	0.001242	0.001752	0.001162	0.004832	0.001217	0.001929	0.000742	0.001474	0.002139	0.004436	0.000326	0.000837	0.001163	0.004063	0.001168	0.001880	0.003295	0.001053	0.000000	0.000473	0.004807	0.001227	0.018837	0.001885	0.006997	0.004465	0.001828
K00239	1.298173	1.307531	1.305310	1.249627	0.976242	1.337038	1.328138	0.952453	0.862325	0.921511	1.425862	0.996017	1.006032	0.982116	0.950421	0.950790	0.961242	0.902984	0.921604	0.905595	0.921841	0.869718	1.161295	1.139828	1.390803	1.007612	1.022999	0.998675	1.047777	0.959528	1.121923	1.035151	0.872503	1.005106
K00240	2.443034	2.917255	2.851551	2.651930	2.431576	2.261851	1.374837	0.898929	0.896528	0.924280	1.481466	1.079798	1.076817	0.988873	0.980920	1.017595	1.030448	0.986024	1.000994	0.982052	0.952680	0.984456	1.223587	1.195671	1.563899	1.045555	0.994113	1.712892	1.241499	0.961076	1.170348	1.060639	0.925767	1.116537
K00241	1.296356	1.261269	1.279335	1.285321	0.999867	1.320212	1.192102	0.762097	0.731022	0.762847	1.292430	0.939065	0.843740	0.803288	0.834384	0.907493	0.898893	0.903273	0.990690	0.899501	0.919865	0.958039	0.942574	0.869424	0.913085	0.984281	0.958477	0.983711	0.924257	0.912333	1.084599	0.915638	0.808734	0.922378
K00242	1.159140	1.175806	1.227720	1.162919	1.115426	1.053791	1.106060	0.952075	0.897267	0.860047	1.064195	0.941679	0.949045	0.953832	0.840754	0.930965	0.967327	0.878321	0.882680	0.866071	0.831927	0.898310	0.971985	1.011507	1.013730	0.924096	0.922231	1.073419	1.069056	0.845778	0.969551	0.824885	0.847816	0.839448
K00244	0.000585	0.000122	0.000000	0.000222	0.000186	0.000252	0.002794	0.000272	0.000464	0.000520	0.000000	0.000000	0.000409	0.000000	0.000525	0.000135	0.000415	0.000224	0.000000	0.000347	0.000000	0.000000	0.000506	0.000000	0.000103	0.000000	0.000000	0.000543	0.000348	0.004349	0.002156	0.008874	0.001331	0.002022
K00245	0.000179	0.000000	0.000000	0.000257	0.000000	0.000000	0.002908	0.000000	0.000552	0.001185	0.000000	0.001215	0.000528	0.000000	0.000000	0.000620	0.000000	0.000000	0.000960	0.000000	0.000000	0.000000	0.000889	0.000602	0.000000	0.000000	0.000000	0.000804	0.000178	0.007235	0.001997	0.014281	0.001497	0.002924
K00246	0.000393	0.000000	0.000000	0.000000	0.000869	0.000000	0.002435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000316	0.000000	0.000000	0.000767	0.000000	0.001152	0.000000	0.000000	0.000000	0.000184	0.000331	0.005935	0.001204	0.006759	0.002896	0.001871
